Number of Ants,Iterations,Alpha,Beta,Q,Rho,Tau
100,1000,0.8,1,4700,0.15,3

Iteration,Best Overlap
749,4587
750,4587
751,4587
752,4587
753,4587
754,4587
755,4587
756,4587
757,4587
758,4587
759,4587
760,4587
761,4587
762,4587
763,4587
764,4587
765,4587
766,4587
767,4587
768,4587
769,4587
770,4587
771,4587
772,4587
773,4587
774,4587
775,4587
776,4587
777,4587
778,4587
779,4587
780,4587
781,4587
782,4587
783,4587
784,4587
785,4587
786,4587
787,4587
788,4587
789,4587
790,4587
791,4587
792,4587
793,4587
794,4587
795,4587
796,4587
797,4587
798,4587
799,4587
800,4587
801,4587
802,4587
803,4587
804,4587
805,4587
806,4587
807,4587
808,4587
809,4587
810,4587
811,4587
812,4587
813,4587
814,4587
815,4587
816,4587
817,4587
818,4587
819,4587
820,4587
821,4587
822,4587
823,4587
824,4587
825,4587
826,4587
827,4587
828,4587
829,4587
830,4587
831,4587
832,4587
833,4587
834,4587
835,4587
836,4587
837,4587
838,4587
839,4587
840,4587
841,4587
842,4587
843,4587
844,4587
845,4587
846,4587
847,4587
848,4587
849,4587
850,4587
851,4587
852,4587
853,4587
854,4587
855,4587
856,4587
857,4587
858,4587
859,4587
860,4587
861,4587
862,4587
863,4587
864,4587
865,4587
866,4587
867,4587
868,4587
869,4587
870,4587
871,4587
872,4587
873,4587
874,4587
875,4587
876,4587
877,4587
878,4587
879,4587
880,4587
881,4587
882,4587
883,4587
884,4587
885,4587
886,4587
887,4587
888,4587
889,4587
890,4587
891,4587
892,4587
893,4587
894,4587
895,4587
896,4587
897,4587
898,4587
899,4587
900,4587
901,4587
902,4587
903,4587
904,4587
905,4587
906,4587
907,4587
908,4587
909,4587
910,4587
911,4587
912,4587
913,4587
914,4587
915,4589
916,4589
917,4589
918,4589
919,4589
920,4589
921,4589
922,4589
923,4589
924,4589
925,4589
926,4589
927,4589
928,4589
929,4589
930,4589
931,4589
932,4589
933,4589
934,4589
935,4589
936,4589
937,4589
938,4589
939,4589
940,4589
941,4589
942,4589
943,4589
944,4589
945,4589
946,4589
947,4589
948,4589
949,4589
950,4589
951,4589
952,4589
953,4589
954,4589
955,4589
956,4589
957,4589
958,4589
959,4589
960,4589
961,4589
962,4589
963,4589
964,4589
965,4589
966,4589
967,4589
968,4589
969,4589
970,4589
971,4589
972,4589
973,4589
974,4589
975,4589
976,4589
977,4589
978,4589
979,4589
980,4589
981,4589
982,4589
983,4589
984,4589
985,4589
986,4589
987,4589
988,4589
989,4589
990,4589
991,4589
992,4589
993,4589
994,4589
995,4589
996,4589
997,4589
998,4589
999,4589
1000,4589
